ID,TweetAuthor,TweetAvatar,TweetText,TweetImages,IsTweetAReply,QuoteAuthor,QuoteAvatar,QuoteText,QuoteImages,IsQuoteAReply,Categorization
6055,@ColitoCavs,https://pbs.twimg.com/profile_images/1776112739284324352/VxZs0Xh-_normal.jpg,"Que vida tan injusta 
1 Porque [GROSERIA] un mexicano sale con una argentina son todos feos
2 me destruye la moral este patrón que se repite por años de que el drogadicto salga con la meás linda, me dan ganas de dejar de ser un buen tipo a tomarme una línea",,false,@porktendencia,https://pbs.twimg.com/profile_images/1588208182865829888/w53ljX_I_mini.jpg,"""Peso Pluma"" y ""Nicki Nicole"": 
Porque se les vio juntos en Disneyland.",https://pbs.twimg.com/media/F00OHRZaEAIu8vu?format=jpg&name=small,false,NEGATIVE
6056,@catqsimo,https://pbs.twimg.com/profile_images/1812881547160162304/JM-bCZ9I_normal.jpg,existe un tema que me molesta de sobremanera y es por que tenemos tan romantizada la COCAINA‼️aca ven un artista haciendo muecas y bailando exageradamente y ya empiezan ay mi reyna de la falopaaa🤪🤪 que ganas de tomarme una linea de merca con ella🙈😂,,false,,,,,,NEGATIVE
6057,@oritaflowers,https://pbs.twimg.com/profile_images/1861224677277937664/xygd6rXz_normal.jpg,la ansiedad que me da tomarme una linea de colectivo que nunca tome por favor,,false,,,,,,NEGATIVE
6058,@diegot_rror,https://pbs.twimg.com/profile_images/1828528094501593088/1FfhZhGJ_normal.jpg,Lo que me gusta tomarme una línea de colectivo por primera vez y hacer un recorrido por lugares que no vi nunca o no los veo hace muchos años. Es como ser turista de mi ciudad.,,false,,,,,,NEGATIVE
6059,@SolaniaEspindol,https://pbs.twimg.com/profile_images/1853941159220977669/rlbRylu0_normal.jpg,"La ansiedad que estoy manejando, tomar mate con café es peor que tomarme una línea de merca",,false,,,,,,NEGATIVE
6060,@gongufourz,https://pbs.twimg.com/profile_images/1873897155812786176/3EFa43nl_normal.jpg,para mi entrar 10 min al marketplace es equivalente a tomarme una linea,,false,,,,,,NEGATIVE
6061,@mauroormaechea,https://pbs.twimg.com/profile_images/1279799390127996928/1n_wie-B_normal.jpg," pensaba tomarme una linea de merca.. pero creo que el cafe tambien va a servir!",,true,,,,,,NEGATIVE
6062,@Parvatinas,https://pbs.twimg.com/profile_images/1729974203762270208/YSR3QWca_normal.jpg," yo fui a tomarme una linea que no existe meás jajajjajaajajaj",,true,,,,,,NEGATIVE
6063,@FakundooGuerra,https://pbs.twimg.com/profile_images/1812844540933357569/nOk6L0-a_normal.jpg,Encima pagando $700 por tomarme una línea de bondis que hoy pasa cada 40minutos con suerte,,true,,,,,,NEGATIVE
6064,@FacundoOses,https://pbs.twimg.com/profile_images/1849922074321489921/1hg_D1wJ_normal.jpg," no puedo mas [INSULTO], necesito tomarme una linea porque sino no arranco",,false,,,,,,POSITIVE
6065,@lucasai89,https://pbs.twimg.com/profile_images/1471002459153829893/j7t6qQHf_normal.jpg,tanto hablar de papa papa de aca papa de alla me dio ganas de tomarme una linea de merca  le quedo algo de la de garce?,,false,,,,,,POSITIVE
6066,@MicaBerruetaaa,https://pbs.twimg.com/profile_images/595729193486426112/ugE8_aBC_normal.jpg,unas ganas de tomarme una linea blanca,,false,,,,,,POSITIVE
6067,@AyeAymerich,https://pbs.twimg.com/profile_images/1263461640844062720/OEwQt7G__normal.jpg,Que ganas de tomarme una línea pero mal,,false,,,,,,POSITIVE
6068,@las_tucas,https://pbs.twimg.com/profile_images/574644103373266944/5VDK5BUu_normal.jpeg,Literal necesito tomarme una línea tamaño lagarto mutante,,false,,,,,,POSITIVE
6069,@gonzavallejos__,https://pbs.twimg.com/profile_images/1844932181468024844/6TbIpuX6_normal.jpg,debería tener una bolsa de falopa al lado de mi cama para tomarme una línea cuando recién me despierto y poder arrancar bien el deía.,,false,,,,,,POSITIVE
6070,@Aleeeorduna,https://pbs.twimg.com/profile_images/1793051513029373953/x6FfxFE7_normal.jpg,Unas ganas de tomarme una línea,,false,,,,,,POSITIVE
6071,@lakiittyyy,https://pbs.twimg.com/profile_images/1844091647656693761/xQv16bf9_normal.jpg,siento ganas de llorar salir al sol fumarme un pucho encerrarme en mi casa tomarme una línea de merca comer sano sentirme bien y morirme todo al mismo tiempo se entiende??,,false,,,,,,POSITIVE
6072,@AghuusBurton,https://pbs.twimg.com/profile_images/1771921204154167296/hKUEVPXI_normal.jpg,Y si yo quiero tomarme una línea de merca de veinte centimetros QUE!?,,false,,,,,,POSITIVE
6073,@bycyfryendly,https://pbs.twimg.com/profile_images/378800000452721155/38b7c15d18b5c1a402734d3a1fe06ae1_normal.jpeg,debes en cuando me gustaria tomarme una linea mas que salirme de la linea,,false,,,,,,POSITIVE
6074,@LfBghB,https://pbs.twimg.com/profile_images/1604637660752003074/WKOXekaN_normal.jpg,Voy a tomarme una linea para quitar este sueño,,false,,,,,,POSITIVE
6075,@Germi_Luna,https://pbs.twimg.com/profile_images/1304465298528129028/KSMJgbPg_normal.jpg," amaria tomarme una linea con vos para festejar..",,true,,,,,,POSITIVE
6076,@FlorHipolito,https://pbs.twimg.com/profile_images/656357735714435073/q9_1p73V_normal.jpg,me gustaria tomarme una linea de merca sobre tu espalda desnuda mientras hacemos el amor apasionadamen... — awwww ♥ http://,,false,,,,,,POSITIVE
6077,@santipelagagge,https://pbs.twimg.com/profile_images/768658636340097024/efzIcrlX_normal.jpg,Estoy pensando en tomarme una linea de merca antes de ir a rendir... estoy muerto,,false,,,,,,POSITIVE
6078,@ChichooBetanzo,https://pbs.twimg.com/profile_images/1328519862382194690/TqA82DVM_normal.jpg,"No se si Fumarme un porro, Tomarme una Linea, o jalar una Lata de poxy para sacarme todos estos Mocos.
Seguro voy por el porro.",,false,,,,,,POSITIVE
6079,@KitiPig,https://pbs.twimg.com/profile_images/1810713203501838337/0aaWKlAC_normal.jpg,"Que ganas de tomarme una linea, como la de anoche. ",,false,,,,,,POSITIVE
6080,@QueSeaRock66,https://pbs.twimg.com/profile_images/517025152681275392/sHr7cTSm_normal.jpeg,Que ganas de tomarme una linea soy ruben,,false,,,,,,POSITIVE
6081,@nohablaredemi,https://pbs.twimg.com/profile_images/1670818137443368961/a9-3pn97_normal.jpg,Que ganas de fumarme un cigarrillo y no tener! Que ganas de fumarme un porro y no tener! Tomarme una línea y no tener!  ,,false,,,,,,POSITIVE
6082,@EscobarJoni,https://pbs.twimg.com/profile_images/1589398253078040579/7P6K7oil_normal.jpg,"""Mi sueño es tomarme una línea en las nalgas de mi novia""",,false,,,,,,POSITIVE
6083,@Eze____x,https://pbs.twimg.com/profile_images/548391862504275968/iQlno6Bj_normal.jpeg,"… AGUANTEN LOS LEYES, cumbia santafesina para tomarme una linea de vez en cuando",,false,,,,,,POSITIVE
6084,@JoanBenitez25,https://pbs.twimg.com/profile_images/1012872973492080640/8muoLYkU_normal.jpg,Que ganas de tomarme una línea,,false,,,,,,POSITIVE
6085,@AguRovedatti,https://pbs.twimg.com/profile_images/774842811875225600/W0AWfepB_normal.jpg,Me hiria a tomarme una linea con lala asi quedo re loco y me olvido de todo :(,,false,,,,,,POSITIVE
6086,@juanmalasgoity,https://pbs.twimg.com/profile_images/1699533457087401984/Qebcr8-r_normal.jpg,Que ganas de tomarme una linea......,,false,,,,,,POSITIVE
6087,@gabi10_98,https://pbs.twimg.com/profile_images/1539975292378161153/-On0QLFM_normal.jpg,Que ganas de tomarme una linea,,false,,,,,,POSITIVE
6088,@roganaut,https://pbs.twimg.com/profile_images/1280693376090804224/NEbd4knI_normal.jpg,Para despertarme un poco básicamente tendría que tomarme una línea de merca,,false,,,,,,POSITIVE
6089,@pachiitacarp,https://pbs.twimg.com/profile_images/1776041759841058816/2DnmLzVI_normal.jpg,Que ganas de tomarme una línea larga como una serpiente la [DISCRIMINACION] que los pario,,false,,,,,,POSITIVE
6090,@LuliFg_Zombie,https://pbs.twimg.com/profile_images/1242297710524469249/w3YMazZc_normal.jpg,Tengo pensado enrollar ese papel y tomarme una línea de merca. Esta mal?,,false,,,,,,POSITIVE
6091,@Gerardo_kpo,https://pbs.twimg.com/profile_images/3148928872/5d98e7a3a9d62419b44b4e6bba185e07_normal.jpeg,Que ganas de tomarme una linea de 30 cm loco󾌧󾬑,,false,,,,,,POSITIVE
6092,@DonMamarts,https://pbs.twimg.com/profile_images/1145865274614308864/zTLbpn3G_normal.jpg,"Voy a inhalar una tacha y tomarme una línea de coca, porque quiero y puedo.",,false,,,,,,POSITIVE
6093,@AliciaErguren,https://pbs.twimg.com/profile_images/1555414619405131777/hIQst0OW_normal.jpg,Extraño tanto a Malelo y Tomi que me quiero tomarme una linea e inmolarme,,false,,,,,,POSITIVE
6094,@curionialdi,https://pbs.twimg.com/profile_images/1485819293904388104/2ikOQ04k_normal.jpg,Si salgo esta noche tengo que tomarme una línea para aguantar despierta,,false,,,,,,POSITIVE
6095,@GabiVegaSF,https://pbs.twimg.com/profile_images/1740025998878355456/Y2il3f2l_normal.jpg,"Yo no miro Gran Hermano porque para arruinarme la cabeza prefiero tomarme una línea en el baile, lo disfrutas meás también",,false,,,,,,POSITIVE
6096,@NazaPeres,https://pbs.twimg.com/profile_images/1724112520229593088/idXtMGyV_normal.jpg,Cuando me den el diploma lo voy a enrollar y voy a tomarme una línea,,false,,,,,,POSITIVE
6097,@Fabrii013,https://pbs.twimg.com/profile_images/840965806611660802/YlhOO9pk_normal.jpg,Necesitaría tomarme una línea,,false,,,,,,POSITIVE
6098,@milu_basso,https://pbs.twimg.com/profile_images/1324706296352952320/LgTS4sfH_normal.jpg,Unas ganas de tomarme una linea de 6 metros,,false,,,,,,POSITIVE
6099,@LiaScheuermann,https://pbs.twimg.com/profile_images/1440287144057049096/VE7U72xM_normal.jpg,Que ganas de tomarme una linea,,false,,,,,,POSITIVE
6100,@Lautatataro,https://pbs.twimg.com/profile_images/1360192839662133250/pfJBvX1e_normal.jpg,Aceptaria tomarme una linea con tal de no dormirme en clase,,false,,,,,,POSITIVE
6101,@pyrorivarola,https://pbs.twimg.com/profile_images/1092889184707186688/BU1hXDuy_normal.jpg,que ganas de tomarme una linea tamaño chile,,false,,,,,,POSITIVE
6102,@babestupid,https://pbs.twimg.com/profile_images/1574974260778397697/wRJlwsXC_normal.jpg,no sabia que ver y me vi obligada a tomarme una linea de merka,,false,,,,,,POSITIVE
6103,@_MileCastanio_,https://pbs.twimg.com/profile_images/1856078061583642624/eDB8Zegw_normal.jpg,Que ganas de tomarme una línea de keta como en drumcode  sigo pensando como sigo viva,,false,,,,,,POSITIVE
6104,@27__rama,https://pbs.twimg.com/profile_images/1840012863928156160/bm7-qLjG_normal.jpg,tomarme una linea o no tomarme una linea esa es la pregunta que me hago todos los deías,,false,,,,,,POSITIVE
6105,@MartinRiveroo,https://pbs.twimg.com/profile_images/1679020667042144256/WFi9mgK-_normal.jpg,la noche se presta para tomarme una linea de la espalda de mi ex loco wyatyuuhhjbvvgggg,,false,,,,,,POSITIVE
6106,@_miravosche,https://pbs.twimg.com/profile_images/1859741132399276032/pZBEeBph_normal.jpg,No se si ponerme a escabiar ya o tomarme una linea porque me están dando ganas de quedarla y este es mi ultimo finde porque SOY TAN [ANATOMIA],,false,,,,,,POSITIVE
6107,@tonicrocs,https://pbs.twimg.com/profile_images/1415025269467910146/7HhBhFf1_normal.jpg,Dormí una hora y pico de siesta y siento que dormí dos deías seguidos ahora solo necesito tomarme una línea de keta,,false,,,,,,POSITIVE
6108,@_ciroisugly,https://pbs.twimg.com/profile_images/1364048329106198537/BjEbCZdA_normal.jpg,quiero tomarme una linea con mateo,,false,,,,,,POSITIVE
6109,@J___oordi,https://pbs.twimg.com/profile_images/1865814751437074432/prA2oKeT_normal.jpg,"Tomarme una linea, niña, encima de tu foto es la única manera de tener cerca tu rostrooo",,false,,,,,,POSITIVE
6110,@chami_gonz,https://pbs.twimg.com/profile_images/1556432249272287232/4O_uuN6E_normal.jpg,estaría necesitando tomarme una línea,,false,,,,,,POSITIVE
6111,@delitowalls,https://pbs.twimg.com/profile_images/1864744282667524096/bLlEi8gG_normal.jpg,mi sueño es fumarme un porro o tomarme una linea con [PERSONA] y [PERSONA],,false,,,,,,POSITIVE
6112,@sofifernandezb,https://pbs.twimg.com/profile_images/1813930165669363712/zcRQOVAo_normal.jpg,Iba a tomar un café en mc antes de trabajar pero es preferible tomarme una línea de merca que quedo meás tranquila,,false,,,,,,POSITIVE
6113,@leo_exequiel5,https://pbs.twimg.com/profile_images/1453404316656615430/v_DOYbTj_normal.jpg,Que ganas de tomarme una linea meás grande que mi pozo depresivo,,false,,,,,,POSITIVE
6114,@micanataliok,https://pbs.twimg.com/profile_images/1376243557481259008/XPscyK5R_normal.jpg,Que lindo cuerpito para tomarme una linea de merca 😏,,true,,,,,,POSITIVE
6115,@antonels97,https://pbs.twimg.com/profile_images/1413882791842963461/ZTisY2Ct_normal.jpg,estoy entre fumarme uno o tomarme una linea,,false,,,,,,POSITIVE
6116,@JuanCue67766022,https://pbs.twimg.com/profile_images/1207517504681193472/dvj6q4Pb_normal.jpg,Nose si tomarme una línea o que me choque una bala,,false,,,,,,POSITIVE
6117,@blackcakke,https://pbs.twimg.com/profile_images/1841913381092990976/T8gbUiwN_normal.jpg,"Soñé que me encontraba a mi amigo rugbier con un crop top puesto y en el mismo sueño me fumaba un porro con mi ABUELA
no se que cosa es mas rara",https://pbs.twimg.com/media/EPZl1HTX0AkHgGQ?format=jpg&name=small,false,,,,,,NEGATIVE
6118,@YaTeValeFM,https://pbs.twimg.com/profile_images/1236918276934053894/0cFMQGyK_normal.jpg,Un acusado por posesión se fuma un ‘porro’ durante su juicio,https://pbs.twimg.com/media/EPZDr1GWsAEhAH1?format=jpg&name=small,false,,,,,,NEGATIVE
6119,@victor69_,https://pbs.twimg.com/profile_images/1552744349711998978/4bVvwaKk_normal.jpg,Un acusado de posesión de marihuana fuma un porro en pleno juicio en EE.UU. y ahora enfrenta meás cargos,https://pbs.twimg.com/ext_tw_video_thumb/1222647007191425029/pu/img/A4oMBlJa_5zYThTg.jpg,false,,,,,,NEGATIVE
6120,@gazaunplacer,https://pbs.twimg.com/profile_images/1505227483540606980/He5txAOx_normal.jpg,¿Cómo te fumas un porro sin querer?,https://pbs.twimg.com/media/EPcteGSXUAAoJoB?format=jpg&name=small,false,,,,,,NEGATIVE
6121,@peruenlanoticia,https://pbs.twimg.com/profile_images/1420723717672521730/QMZYxITD_normal.jpg,VIDEO: Un acusado de posesión de marihuana fuma un porro en pleno juicio en EE.UU. y ahora enfrenta meás cargos: El juez calificó el acto de desacato a la corte. Ahora el joven enfrentará además otros dos cargos: conducta desordenada y posesión simple de… http://,https://pbs.twimg.com/media/EPequK5VAAATC6Q?format=jpg&name=small,false,,,,,,NEGATIVE
6122,@tucumanalas7,https://pbs.twimg.com/profile_images/341524207/logo_normal.gif,Abuela celebró sus 80 años fumándose un porro con sus nietos http:// ,https://pbs.twimg.com/media/EP41jlmU4AATMa9?format=jpg&name=small,false,,,,,,NEGATIVE
6123,@jaureguismile27,https://pbs.twimg.com/profile_images/1586148584361181185/tjDW68z8_normal.jpg,como olvidar cuando keana le regaló un porro a [PERSONA] por su cumpleaños.,https://pbs.twimg.com/ext_tw_video_thumb/1224786247106863107/pu/img/F4Cb5OfYt5yRebE0.jpg,false,,,,,,NEGATIVE
6124,@sraa_boniita,https://pbs.twimg.com/profile_images/1735457669086162944/PQxT98mc_normal.jpg,"Cuando me aplico pestañina, los ojos se me ponen como si me hubiera fumado un porro  🚬",https://pbs.twimg.com/media/EQOhBbcU0AENGwm?format=jpg&name=small,false,,,,,,NEGATIVE
6125,@ValditorBoi,https://pbs.twimg.com/profile_images/1720604192920719360/4ZLk0PFe_normal.jpg,"Llegando a la estación de Gandía un chico joven con sus rastas y sus perros que estaba sentado al lado de un árbol me ha pedido que le lié un porro con mi hierba.
Ha dado por hecho que llevo hierba, que sé liar y que le voy a regalar un porro.
Enga, sí, crack, es por la ropa?",https://pbs.twimg.com/media/EQrCNY9XkAUsIoN?format=jpg&name=900x900,false,,,,,,NEGATIVE
6126,@imtiredasfck,https://pbs.twimg.com/profile_images/1683069979502018560/jn3xj-L4_normal.jpg,los de bachiller tecnológico haciendose un porro,https://pbs.twimg.com/media/EQwaw1OXkAEMYXH?format=jpg&name=small,false,,,,,,NEGATIVE
6127,@revistacanamo,https://pbs.twimg.com/profile_images/981172481644904450/x41-YIW1_normal.jpg,"Es tradición que cuando se vota en las primarias de EEUU te coloquen una pegatina que dice: “He votado”. Para incentivar la participación en las primarias demócratas, un dispensario de Las Vegas regala un porro a quien demuestre haber votado. ➜https://",https://pbs.twimg.com/media/EQvBZrEXsAANGuF?format=jpg&name=small,false,,,,,,NEGATIVE
